LTTP_position_x,LTTP_position_y,LTTP_position_z,LTTP_orientation_x,LTTP_orientation_y,LTTP_orientation_z,LTTP_velocity_linear_x,LTTP_velocity_linear_y,LTTP_velocity_linear_z,LTTP_velocity_angular_x,LTTP_velocity_angular_y,LTTP_velocity_angular_z,RTTP_position_x,RTTP_position_y,RTTP_position_z,RTTP_orientation_x,RTTP_orientation_y,RTTP_orientation_z,RTTP_velocity_linear_x,RTTP_velocity_linear_y,RTTP_velocity_linear_z,RTTP_velocity_angular_x,RTTP_velocity_angular_y,RTTP_velocity_angular_z,timestamp
0.250586772666067,-0.87005536174912,-0.21456272454597,-1.63529603795729,-0.215147722779689,-0.114552346089899,2.89409174598151e-05,1.2541859205239e-05,-2.01912047184542e-05,6.81170035670541e-05,5.60823332162227e-05,0.0001497613996765,0.254499963518936,-0.861218892565599,-0.323722342415692,-1.4649128807728,-0.183850481884253,0.215222826055602,-0.0210381644901448,-0.0152149440228767,0.0465247900211992,-0.0623988897736299,0.0129154773332456,0.0194274502172177,0
0.250587482002279,-0.87005505435061,-0.214563219428439,-1.63529436842289,-0.215146348212699,-0.114548675467358,2.89409174598151e-05,1.2541859205239e-05,-2.01912047184542e-05,6.81170035670541e-05,5.60823332162227e-05,0.0001497613996765,0.254440229968273,-0.861171310251976,-0.323872815100661,-1.46531179618308,-0.184151284809031,0.215552413745589,-0.0109121102399345,-0.00560406103311841,0.0169415201479749,-0.0375527960594307,-0.00124047324285103,0.0164680443217989,33.3333333333333
0.250588191338491,-0.8700547469521,-0.214563714310908,-1.63529269888848,-0.215144973645708,-0.114545004844816,2.89409174598151e-05,1.2541859205239e-05,-2.01912047184542e-05,6.81170035670541e-05,5.60823332162227e-05,0.0001497613996765,0.254380496417611,-0.861123727938352,-0.32402328778563,-1.46571071159335,-0.184452087733809,0.215882001435576,-0.000786055989724241,0.00400682195663989,-0.0126417497252493,-0.0127067023452315,-0.0153964238189476,0.01350863842638,66.6666666666667
0.250589184409188,-0.870054316594186,-0.214564407146364,-1.63529036154032,-0.215143049251921,-0.114539865973259,2.89409174598151e-05,1.2541859205239e-05,-2.01912047184542e-05,6.81170035670541e-05,5.60823332162227e-05,0.0001497613996765,0.254318364794878,-0.861064411366893,-0.32419421618932,-1.46602247998008,-0.18484512704213,0.216163483297709,0.00653974681068873,0.0110269544434649,-0.0336136582691247,0.0100902416044878,-0.0276437146333053,0.00797169110634163,100
0.250590475858731,-0.870053756930577,-0.214565308151735,-1.63528732191059,-0.215140546653181,-0.114533183072091,2.89409174598151e-05,1.2541859205239e-05,-2.01912047184542e-05,6.81170035670541e-05,5.60823332162227e-05,0.0001497613996765,0.254214861930947,-0.860925884414753,-0.32445460148341,-1.46550331086308,-0.186006077683811,0.215933915250147,-0.0123209539660473,-0.00708852130368679,0.0281499458086222,0.0100914834363807,-0.0153066243485358,-0.0203590822145221,133.333333333333
0.25059197618456,-0.870053106748172,-0.214566354883789,-1.63528379065766,-0.215137639289475,-0.114525419292785,2.89409174598151e-05,1.2541859205239e-05,-2.01912047184542e-05,6.81170035670541e-05,5.60823332162227e-05,0.0001497613996765,0.253883853591717,-0.861311292945599,-0.323155600582728,-1.46565129364526,-0.184978858041265,0.215376900325093,-0.00292094798784533,-0.0111243555510552,0.0323210599501514,-0.0174953416496308,0.0672549011167666,-0.00527238388675526,166.666666666667
0.251310181995757,-0.869759839300638,-0.215022870279232,-1.63397870192883,-0.214660827776426,-0.113331877591329,0.00200129732679677,0.000784009658390482,-0.0016217638260625,0.0232209209727731,0.00967511688236988,0.0136657404886903,0.253885250980144,-0.861525309977887,-0.322559551796533,-1.46604557822143,-0.183542273969114,0.215396593014885,0.00128811560410025,0.000818857968135228,-0.00311774463895711,0.00186346318513937,-0.0052785309943924,0.00321166133136908,200
0.25201139148685,-0.869486146585799,-0.215571016083152,-1.63306279864521,-0.214423290953452,-0.111763252556464,0.00434648292439789,0.0014065512746023,-0.00583587488887314,0.020824369989808,0.00555408937104792,0.0305682421589341,0.254274172595605,-0.861269549932242,-0.32350761560575,-1.46551179081398,-0.185031871033613,0.216322833290197,0.0142231451563644,0.00868080180185713,-0.0332641956091916,0.0206062942743268,-0.0554608995197422,0.0346644508467818,233.333333333333
0.252197578255879,-0.869435879749691,-0.215898474114682,-1.63345515058389,-0.214763678572133,-0.110627158170695,0.00571114139310139,0.00133878390093773,-0.0116578633269715,-0.0242295776771108,-0.0195422511965084,0.0416170573519588,0.254583175760336,-0.861145715283814,-0.323959307066854,-1.46502863140479,-0.18568449208239,0.216745924139358,0.0120359010463389,0.00445231541300227,-0.0167556229483173,0.0194488746194415,-0.0259425545763178,0.016525545200286,266.666666666667
0.252153049270643,-0.869517293367059,-0.215734820306533,-1.63399928390585,-0.214498138399898,-0.11021988521485,0.00119591653898416,-0.00137171490328595,-0.000756846516796582,-0.0210998604021295,-0.00123414068555512,0.027384653648002,0.254892178925068,-0.861021880635385,-0.324410998527958,-1.4645454719956,-0.186337113131167,0.217169014988519,0.00984865693631343,0.000223829024147408,-0.000247050287442939,0.0182914549645563,0.00357579036710647,-0.00161336044620973,300
0.25209890712898,-0.869604193669988,-0.215550703505065,-1.63454974145211,-0.214207351236375,-0.109842979818585,-0.00356430345358394,-0.00419232751711625,0.0108409621787231,-0.0159624904212357,0.018882488620336,0.0120988658233375,0.254923750035394,-0.861042855117709,-0.324291379987628,-1.46434529046062,-0.186071803905859,0.216710475461431,0.00125771434121352,-0.00144689318754313,0.00649915654306291,0.00862849111235374,0.0118617091026423,-0.0183052051227354,333.333333333333
0.25194492011467,-0.869645815325783,-0.215416768574377,-1.63503078673737,-0.214151196172051,-0.109973380917703,-0.00565107903909971,-0.00164566984550294,0.00603495739951755,-0.0105819458742226,0.00539458536099185,-0.00540464975157514,0.254946740772904,-0.861068308232942,-0.324154092065811,-1.46415386081866,-0.185778105084446,0.216224669015491,-0.0075312807843526,-0.00303850929066158,0.0129434345334543,-0.00129753080780703,0.0194909548626765,-0.0349522953362722,366.666666666667
0.251736255650454,-0.869637350394599,-0.215339779266975,-1.63534566298688,-0.214244599261452,-0.110510111025322,-0.0048817841989014,0.00486232812533189,-0.0102929925034529,-0.00206826722022925,-0.0288675753719634,-0.0231978379242897,0.254680425197146,-0.860912180212985,-0.32455360392559,-1.46510547619668,-0.186050959315008,0.216894938642098,-0.00876755144292457,0.00622906240500828,-0.0174602460878231,-0.0372057805511939,-0.0152635734035541,0.0371006841939834,400
